Local time,Open,High,Low,Close,Volume
22.01.2024 10:03:09.000 GMT-0600,193.346,193.356,193.337,193.356,0.036
22.01.2024 10:03:10.000 GMT-0600,193.366,193.366,193.346,193.356,0.048
22.01.2024 10:03:11.000 GMT-0600,193.347,193.366,193.347,193.356,0.048
22.01.2024 10:03:12.000 GMT-0600,193.366,193.366,193.356,193.366,0.036
22.01.2024 10:03:13.000 GMT-0600,193.356,193.386,193.356,193.376,0.06
22.01.2024 10:03:14.000 GMT-0600,193.377,193.387,193.377,193.386,0.06
22.01.2024 10:03:15.000 GMT-0600,193.386,193.387,193.356,193.367,0.08399999999999999
22.01.2024 10:03:16.000 GMT-0600,193.357,193.376,193.357,193.367,0.048
22.01.2024 10:03:17.000 GMT-0600,193.376,193.376,193.356,193.367,0.048
22.01.2024 10:03:18.000 GMT-0600,193.357,193.377,193.357,193.366,0.06
22.01.2024 10:03:19.000 GMT-0600,193.367,193.367,193.367,193.367,0.012
22.01.2024 10:03:20.000 GMT-0600,193.367,193.387,193.367,193.377,0.06
22.01.2024 10:03:21.000 GMT-0600,193.367,193.367,193.346,193.357,0.048
22.01.2024 10:03:22.000 GMT-0600,193.346,193.357,193.346,193.357,0.024
22.01.2024 10:03:23.000 GMT-0600,193.346,193.357,193.346,193.357,0.048
22.01.2024 10:03:24.000 GMT-0600,193.346,193.346,193.346,193.346,0.012
22.01.2024 10:03:25.000 GMT-0600,193.356,193.356,193.347,193.356,0.036
22.01.2024 10:03:26.000 GMT-0600,193.347,193.366,193.347,193.366,0.036
22.01.2024 10:03:27.000 GMT-0600,193.366,193.367,193.366,193.367,0.024
22.01.2024 10:03:29.000 GMT-0600,193.367,193.367,193.367,193.367,0.024
22.01.2024 10:03:30.000 GMT-0600,193.366,193.377,193.356,193.377,0.072
22.01.2024 10:03:31.000 GMT-0600,193.366,193.376,193.366,193.366,0.06
22.01.2024 10:03:32.000 GMT-0600,193.376,193.376,193.367,193.376,0.036
22.01.2024 10:03:34.000 GMT-0600,193.366,193.377,193.366,193.367,0.06
22.01.2024 10:03:35.000 GMT-0600,193.367,193.367,193.346,193.346,0.024
22.01.2024 10:03:36.000 GMT-0600,193.356,193.356,193.347,193.347,0.048
22.01.2024 10:03:37.000 GMT-0600,193.357,193.357,193.346,193.356,0.06
22.01.2024 10:03:39.000 GMT-0600,193.336,193.336,193.336,193.336,0.012
22.01.2024 10:03:40.000 GMT-0600,193.327,193.337,193.317,193.326,0.06
22.01.2024 10:03:41.000 GMT-0600,193.327,193.337,193.326,193.326,0.072
22.01.2024 10:03:42.000 GMT-0600,193.316,193.327,193.316,193.316,0.036
22.01.2024 10:03:43.000 GMT-0600,193.327,193.327,193.327,193.327,0.012
22.01.2024 10:03:44.000 GMT-0600,193.306,193.316,193.306,193.316,0.024
22.01.2024 10:03:45.000 GMT-0600,193.307,193.316,193.307,193.316,0.024
22.01.2024 10:03:47.000 GMT-0600,193.307,193.307,193.297,193.297,0.024
22.01.2024 10:03:48.000 GMT-0600,193.296,193.306,193.287,193.296,0.096
22.01.2024 10:03:49.000 GMT-0600,193.286,193.287,193.256,193.256,0.048
22.01.2024 10:03:50.000 GMT-0600,193.266,193.267,193.226,193.236,0.096
22.01.2024 10:03:51.000 GMT-0600,193.217,193.226,193.216,193.216,0.072
22.01.2024 10:03:52.000 GMT-0600,193.227,193.257,193.227,193.257,0.06
22.01.2024 10:03:53.000 GMT-0600,193.266,193.266,193.256,193.256,0.024
22.01.2024 10:03:54.000 GMT-0600,193.266,193.277,193.266,193.277,0.06
22.01.2024 10:03:55.000 GMT-0600,193.296,193.296,193.277,193.277,0.036
22.01.2024 10:03:56.000 GMT-0600,193.267,193.277,193.267,193.277,0.036
22.01.2024 10:03:57.000 GMT-0600,193.287,193.287,193.276,193.276,0.048
22.01.2024 10:03:58.000 GMT-0600,193.286,193.286,193.286,193.286,0.012
22.01.2024 10:03:59.000 GMT-0600,193.286,193.286,193.286,193.286,0.012
22.01.2024 10:04:00.000 GMT-0600,193.296,193.307,193.287,193.306,0.08399999999999999
22.01.2024 10:04:01.000 GMT-0600,193.307,193.326,193.307,193.326,0.06
22.01.2024 10:04:02.000 GMT-0600,193.326,193.346,193.326,193.346,0.12
22.01.2024 10:04:03.000 GMT-0600,193.356,193.367,193.356,193.367,0.08399999999999999
22.01.2024 10:04:04.000 GMT-0600,193.367,193.377,193.366,193.366,0.06
22.01.2024 10:04:05.000 GMT-0600,193.376,193.376,193.366,193.366,0.036
22.01.2024 10:04:06.000 GMT-0600,193.377,193.377,193.366,193.366,0.024
22.01.2024 10:04:07.000 GMT-0600,193.357,193.357,193.336,193.357,0.072
22.01.2024 10:04:08.000 GMT-0600,193.346,193.376,193.346,193.376,0.108
22.01.2024 10:04:09.000 GMT-0600,193.386,193.387,193.376,193.387,0.036
22.01.2024 10:04:11.000 GMT-0600,193.376,193.376,193.376,193.376,0.012
22.01.2024 10:04:12.000 GMT-0600,193.366,193.366,193.366,193.366,0.012
22.01.2024 10:04:13.000 GMT-0600,193.377,193.387,193.366,193.376,0.072
22.01.2024 10:04:14.000 GMT-0600,193.376,193.397,193.376,193.396,0.048
22.01.2024 10:04:16.000 GMT-0600,193.416,193.416,193.386,193.397,0.048
22.01.2024 10:04:17.000 GMT-0600,193.386,193.386,193.386,193.386,0.036
22.01.2024 10:04:18.000 GMT-0600,193.387,193.387,193.387,193.387,0.012
22.01.2024 10:04:21.000 GMT-0600,193.366,193.377,193.366,193.376,0.08399999999999999
22.01.2024 10:04:22.000 GMT-0600,193.387,193.387,193.376,193.376,0.024
22.01.2024 10:04:23.000 GMT-0600,193.387,193.396,193.386,193.396,0.06
22.01.2024 10:04:24.000 GMT-0600,193.386,193.397,193.386,193.396,0.06
22.01.2024 10:04:26.000 GMT-0600,193.377,193.377,193.366,193.366,0.024
22.01.2024 10:04:27.000 GMT-0600,193.376,193.386,193.376,193.386,0.024
22.01.2024 10:04:28.000 GMT-0600,193.387,193.406,193.387,193.406,0.036
22.01.2024 10:04:29.000 GMT-0600,193.397,193.406,193.396,193.406,0.036
22.01.2024 10:04:30.000 GMT-0600,193.407,193.407,193.396,193.396,0.048
22.01.2024 10:04:31.000 GMT-0600,193.406,193.426,193.406,193.426,0.036
22.01.2024 10:04:33.000 GMT-0600,193.436,193.457,193.436,193.457,0.036
22.01.2024 10:04:34.000 GMT-0600,193.466,193.466,193.457,193.466,0.036
22.01.2024 10:04:35.000 GMT-0600,193.456,193.456,193.456,193.456,0.012
22.01.2024 10:04:36.000 GMT-0600,193.436,193.447,193.436,193.446,0.036
22.01.2024 10:04:37.000 GMT-0600,193.456,193.457,193.446,193.457,0.072
22.01.2024 10:04:39.000 GMT-0600,193.467,193.487,193.467,193.487,0.048
22.01.2024 10:04:42.000 GMT-0600,193.477,193.477,193.477,193.477,0.012
22.01.2024 10:04:43.000 GMT-0600,193.467,193.467,193.466,193.466,0.024
22.01.2024 10:04:44.000 GMT-0600,193.456,193.456,193.456,193.456,0.012
22.01.2024 10:04:45.000 GMT-0600,193.456,193.477,193.456,193.477,0.024
22.01.2024 10:04:46.000 GMT-0600,193.457,193.457,193.457,193.457,0.012
22.01.2024 10:04:47.000 GMT-0600,193.467,193.467,193.467,193.467,0.024
22.01.2024 10:04:48.000 GMT-0600,193.476,193.476,193.476,193.476,0.012
22.01.2024 10:04:49.000 GMT-0600,193.466,193.467,193.457,193.466,0.048
22.01.2024 10:04:50.000 GMT-0600,193.466,193.466,193.466,193.466,0.012
22.01.2024 10:04:51.000 GMT-0600,193.457,193.457,193.446,193.446,0.036
22.01.2024 10:04:52.000 GMT-0600,193.437,193.446,193.437,193.446,0.024
22.01.2024 10:04:53.000 GMT-0600,193.456,193.457,193.456,193.456,0.048
22.01.2024 10:04:55.000 GMT-0600,193.436,193.437,193.426,193.426,0.036
22.01.2024 10:04:56.000 GMT-0600,193.417,193.417,193.417,193.417,0.012
22.01.2024 10:04:57.000 GMT-0600,193.417,193.417,193.416,193.416,0.048
22.01.2024 10:04:58.000 GMT-0600,193.406,193.407,193.386,193.397,0.048
22.01.2024 10:04:59.000 GMT-0600,193.386,193.387,193.386,193.387,0.024
22.01.2024 10:05:00.000 GMT-0600,193.376,193.397,193.376,193.397,0.072
22.01.2024 10:05:01.000 GMT-0600,193.407,193.427,193.407,193.427,0.072
22.01.2024 10:05:02.000 GMT-0600,193.427,193.427,193.407,193.416,0.072
22.01.2024 10:05:03.000 GMT-0600,193.437,193.446,193.436,193.446,0.072
22.01.2024 10:05:04.000 GMT-0600,193.447,193.447,193.447,193.447,0.012
22.01.2024 10:05:05.000 GMT-0600,193.457,193.476,193.457,193.476,0.08399999999999999
22.01.2024 10:05:06.000 GMT-0600,193.467,193.477,193.466,193.477,0.048
22.01.2024 10:05:07.000 GMT-0600,193.466,193.467,193.456,193.467,0.072
22.01.2024 10:05:08.000 GMT-0600,193.476,193.506,193.476,193.506,0.08399999999999999
22.01.2024 10:05:09.000 GMT-0600,193.507,193.527,193.507,193.507,0.072
22.01.2024 10:05:10.000 GMT-0600,193.517,193.526,193.507,193.507,0.072
22.01.2024 10:05:11.000 GMT-0600,193.516,193.537,193.516,193.537,0.036
22.01.2024 10:05:12.000 GMT-0600,193.546,193.556,193.546,193.556,0.024
22.01.2024 10:05:14.000 GMT-0600,193.567,193.577,193.567,193.577,0.024
22.01.2024 10:05:15.000 GMT-0600,193.567,193.576,193.557,193.557,0.072
22.01.2024 10:05:16.000 GMT-0600,193.556,193.556,193.547,193.547,0.024
22.01.2024 10:05:17.000 GMT-0600,193.536,193.566,193.536,193.566,0.048
22.01.2024 10:05:18.000 GMT-0600,193.576,193.576,193.546,193.566,0.096
22.01.2024 10:05:19.000 GMT-0600,193.567,193.576,193.566,193.576,0.06
22.01.2024 10:05:20.000 GMT-0600,193.587,193.596,193.587,193.596,0.072
22.01.2024 10:05:21.000 GMT-0600,193.596,193.596,193.586,193.586,0.036
22.01.2024 10:05:22.000 GMT-0600,193.587,193.597,193.586,193.597,0.036
22.01.2024 10:05:23.000 GMT-0600,193.606,193.606,193.606,193.606,0.012
22.01.2024 10:05:24.000 GMT-0600,193.607,193.607,193.586,193.587,0.096
22.01.2024 10:05:25.000 GMT-0600,193.577,193.587,193.577,193.587,0.036
22.01.2024 10:05:26.000 GMT-0600,193.596,193.596,193.596,193.596,0.012
22.01.2024 10:05:27.000 GMT-0600,193.587,193.596,193.587,193.596,0.024
22.01.2024 10:05:28.000 GMT-0600,193.587,193.596,193.587,193.596,0.024
22.01.2024 10:05:29.000 GMT-0600,193.586,193.596,193.586,193.587,0.048
22.01.2024 10:05:30.000 GMT-0600,193.576,193.587,193.576,193.587,0.036
22.01.2024 10:05:32.000 GMT-0600,193.586,193.597,193.586,193.596,0.048
22.01.2024 10:05:33.000 GMT-0600,193.597,193.597,193.586,193.586,0.024
22.01.2024 10:05:34.000 GMT-0600,193.587,193.587,193.586,193.587,0.048
22.01.2024 10:05:35.000 GMT-0600,193.586,193.586,193.586,193.586,0.012
22.01.2024 10:05:36.000 GMT-0600,193.596,193.597,193.586,193.586,0.072
22.01.2024 10:05:37.000 GMT-0600,193.587,193.606,193.586,193.606,0.072
22.01.2024 10:05:38.000 GMT-0600,193.616,193.617,193.607,193.617,0.048
22.01.2024 10:05:39.000 GMT-0600,193.616,193.616,193.616,193.616,0.012
22.01.2024 10:05:40.000 GMT-0600,193.626,193.626,193.606,193.606,0.072
22.01.2024 10:05:41.000 GMT-0600,193.607,193.607,193.597,193.606,0.072
22.01.2024 10:05:42.000 GMT-0600,193.616,193.627,193.616,193.627,0.048
22.01.2024 10:05:43.000 GMT-0600,193.637,193.637,193.627,193.637,0.036
22.01.2024 10:05:45.000 GMT-0600,193.657,193.657,193.646,193.646,0.024
22.01.2024 10:05:46.000 GMT-0600,193.636,193.637,193.626,193.636,0.08399999999999999
22.01.2024 10:05:47.000 GMT-0600,193.636,193.636,193.636,193.636,0.024
22.01.2024 10:05:48.000 GMT-0600,193.647,193.656,193.646,193.656,0.036
22.01.2024 10:05:49.000 GMT-0600,193.667,193.667,193.667,193.667,0.012
22.01.2024 10:05:50.000 GMT-0600,193.666,193.667,193.666,193.667,0.048
22.01.2024 10:05:51.000 GMT-0600,193.666,193.667,193.657,193.657,0.06
22.01.2024 10:05:52.000 GMT-0600,193.647,193.647,193.627,193.636,0.072
22.01.2024 10:05:53.000 GMT-0600,193.636,193.647,193.626,193.636,0.06
22.01.2024 10:05:54.000 GMT-0600,193.646,193.646,193.626,193.626,0.072
22.01.2024 10:05:55.000 GMT-0600,193.637,193.647,193.617,193.617,0.048
22.01.2024 10:05:56.000 GMT-0600,193.627,193.627,193.627,193.627,0.012
22.01.2024 10:05:57.000 GMT-0600,193.636,193.636,193.636,193.636,0.024
22.01.2024 10:05:58.000 GMT-0600,193.646,193.667,193.646,193.657,0.06
22.01.2024 10:05:59.000 GMT-0600,193.666,193.677,193.666,193.676,0.072
22.01.2024 10:06:00.000 GMT-0600,193.687,193.687,193.676,193.686,0.08399999999999999
22.01.2024 10:06:01.000 GMT-0600,193.697,193.697,193.697,193.697,0.012
22.01.2024 10:06:02.000 GMT-0600,193.697,193.727,193.686,193.727,0.048
22.01.2024 10:06:03.000 GMT-0600,193.727,193.727,193.716,193.716,0.06
22.01.2024 10:06:04.000 GMT-0600,193.727,193.727,193.726,193.726,0.036
22.01.2024 10:06:05.000 GMT-0600,193.727,193.727,193.726,193.726,0.024
22.01.2024 10:06:07.000 GMT-0600,193.716,193.716,193.716,193.716,0.012
22.01.2024 10:06:08.000 GMT-0600,193.707,193.707,193.686,193.697,0.036
22.01.2024 10:06:09.000 GMT-0600,193.707,193.707,193.707,193.707,0.012
22.01.2024 10:06:10.000 GMT-0600,193.716,193.727,193.716,193.727,0.024
22.01.2024 10:06:13.000 GMT-0600,193.716,193.717,193.716,193.717,0.024
22.01.2024 10:06:14.000 GMT-0600,193.727,193.727,193.727,193.727,0.012
22.01.2024 10:06:15.000 GMT-0600,193.717,193.727,193.716,193.727,0.072
22.01.2024 10:06:17.000 GMT-0600,193.737,193.737,193.737,193.737,0.012
22.01.2024 10:06:18.000 GMT-0600,193.737,193.737,193.737,193.737,0.012
22.01.2024 10:06:19.000 GMT-0600,193.726,193.726,193.726,193.726,0.012
22.01.2024 10:06:20.000 GMT-0600,193.726,193.726,193.716,193.716,0.024
22.01.2024 10:06:21.000 GMT-0600,193.716,193.727,193.716,193.716,0.036
22.01.2024 10:06:22.000 GMT-0600,193.716,193.717,193.716,193.717,0.036
22.01.2024 10:06:23.000 GMT-0600,193.726,193.727,193.726,193.727,0.024
22.01.2024 10:06:24.000 GMT-0600,193.726,193.736,193.726,193.736,0.048
22.01.2024 10:06:27.000 GMT-0600,193.747,193.747,193.747,193.747,0.012
22.01.2024 10:06:28.000 GMT-0600,193.746,193.757,193.746,193.757,0.048
22.01.2024 10:06:29.000 GMT-0600,193.746,193.747,193.737,193.746,0.06
22.01.2024 10:06:30.000 GMT-0600,193.746,193.746,193.746,193.746,0.024
22.01.2024 10:06:31.000 GMT-0600,193.746,193.747,193.737,193.737,0.048
22.01.2024 10:06:33.000 GMT-0600,193.746,193.747,193.746,193.747,0.024
22.01.2024 10:06:34.000 GMT-0600,193.757,193.757,193.756,193.756,0.024
22.01.2024 10:06:35.000 GMT-0600,193.766,193.767,193.766,193.767,0.06
22.01.2024 10:06:36.000 GMT-0600,193.776,193.787,193.776,193.786,0.096
22.01.2024 10:06:37.000 GMT-0600,193.786,193.796,193.786,193.796,0.08399999999999999
22.01.2024 10:06:38.000 GMT-0600,193.797,193.797,193.796,193.796,0.024
22.01.2024 10:06:39.000 GMT-0600,193.786,193.806,193.786,193.806,0.048
22.01.2024 10:06:40.000 GMT-0600,193.816,193.817,193.816,193.817,0.024
22.01.2024 10:06:41.000 GMT-0600,193.826,193.826,193.806,193.806,0.048
22.01.2024 10:06:42.000 GMT-0600,193.797,193.816,193.796,193.816,0.08399999999999999
22.01.2024 10:06:43.000 GMT-0600,193.806,193.806,193.806,193.806,0.012
22.01.2024 10:06:44.000 GMT-0600,193.806,193.817,193.806,193.817,0.048
22.01.2024 10:06:45.000 GMT-0600,193.817,193.827,193.816,193.827,0.048
22.01.2024 10:06:46.000 GMT-0600,193.826,193.827,193.806,193.806,0.048
22.01.2024 10:06:47.000 GMT-0600,193.817,193.817,193.807,193.807,0.048
22.01.2024 10:06:48.000 GMT-0600,193.816,193.816,193.807,193.816,0.036
22.01.2024 10:06:49.000 GMT-0600,193.796,193.797,193.777,193.786,0.06
22.01.2024 10:06:50.000 GMT-0600,193.767,193.767,193.767,193.767,0.012
22.01.2024 10:06:51.000 GMT-0600,193.767,193.767,193.767,193.767,0.012
22.01.2024 10:06:53.000 GMT-0600,193.757,193.757,193.747,193.756,0.06
22.01.2024 10:06:54.000 GMT-0600,193.757,193.757,193.747,193.756,0.048
22.01.2024 10:06:55.000 GMT-0600,193.767,193.767,193.767,193.767,0.012
22.01.2024 10:06:57.000 GMT-0600,193.777,193.777,193.777,193.777,0.024
22.01.2024 10:06:58.000 GMT-0600,193.756,193.757,193.747,193.747,0.036
22.01.2024 10:06:59.000 GMT-0600,193.757,193.766,193.757,193.766,0.048
22.01.2024 10:07:00.000 GMT-0600,193.766,193.767,193.757,193.767,0.072
22.01.2024 10:07:01.000 GMT-0600,193.777,193.777,193.776,193.776,0.024
22.01.2024 10:07:02.000 GMT-0600,193.777,193.777,193.767,193.767,0.036
22.01.2024 10:07:03.000 GMT-0600,193.757,193.767,193.746,193.746,0.06
22.01.2024 10:07:04.000 GMT-0600,193.757,193.757,193.757,193.757,0.012
22.01.2024 10:07:05.000 GMT-0600,193.746,193.767,193.746,193.767,0.06
22.01.2024 10:07:06.000 GMT-0600,193.756,193.757,193.756,193.757,0.036
22.01.2024 10:07:07.000 GMT-0600,193.756,193.756,193.756,193.756,0.012
22.01.2024 10:07:08.000 GMT-0600,193.747,193.747,193.716,193.726,0.08399999999999999
22.01.2024 10:07:09.000 GMT-0600,193.736,193.737,193.727,193.737,0.06
22.01.2024 10:07:10.000 GMT-0600,193.737,193.737,193.736,193.736,0.036
22.01.2024 10:07:11.000 GMT-0600,193.717,193.717,193.696,193.706,0.048
22.01.2024 10:07:12.000 GMT-0600,193.696,193.696,193.696,193.696,0.012
22.01.2024 10:07:13.000 GMT-0600,193.667,193.677,193.666,193.677,0.06
22.01.2024 10:07:14.000 GMT-0600,193.686,193.687,193.677,193.677,0.048
22.01.2024 10:07:15.000 GMT-0600,193.666,193.677,193.666,193.667,0.06
22.01.2024 10:07:16.000 GMT-0600,193.667,193.667,193.636,193.636,0.06
22.01.2024 10:07:17.000 GMT-0600,193.646,193.647,193.646,193.647,0.048
22.01.2024 10:07:18.000 GMT-0600,193.647,193.647,193.646,193.647,0.048
22.01.2024 10:07:19.000 GMT-0600,193.647,193.647,193.647,193.647,0.048
22.01.2024 10:07:20.000 GMT-0600,193.647,193.647,193.647,193.647,0.012
22.01.2024 10:07:21.000 GMT-0600,193.627,193.627,193.576,193.576,0.08399999999999999
22.01.2024 10:07:22.000 GMT-0600,193.577,193.577,193.576,193.576,0.036
22.01.2024 10:07:23.000 GMT-0600,193.567,193.576,193.567,193.576,0.024
22.01.2024 10:07:25.000 GMT-0600,193.587,193.587,193.576,193.576,0.024
22.01.2024 10:07:26.000 GMT-0600,193.587,193.587,193.576,193.586,0.036
22.01.2024 10:07:27.000 GMT-0600,193.597,193.607,193.597,193.606,0.048
22.01.2024 10:07:28.000 GMT-0600,193.606,193.607,193.606,193.607,0.036
22.01.2024 10:07:29.000 GMT-0600,193.607,193.607,193.596,193.596,0.048
22.01.2024 10:07:30.000 GMT-0600,193.596,193.596,193.596,193.596,0.024
22.01.2024 10:07:31.000 GMT-0600,193.596,193.597,193.596,193.597,0.024
22.01.2024 10:07:32.000 GMT-0600,193.596,193.596,193.596,193.596,0.012
22.01.2024 10:07:33.000 GMT-0600,193.607,193.607,193.597,193.597,0.024
22.01.2024 10:07:34.000 GMT-0600,193.596,193.596,193.596,193.596,0.024
22.01.2024 10:07:35.000 GMT-0600,193.586,193.607,193.586,193.597,0.072
22.01.2024 10:07:37.000 GMT-0600,193.586,193.586,193.586,193.586,0.024
22.01.2024 10:07:39.000 GMT-0600,193.577,193.577,193.577,193.577,0.012
22.01.2024 10:07:40.000 GMT-0600,193.566,193.566,193.566,193.566,0.012
22.01.2024 10:07:41.000 GMT-0600,193.547,193.577,193.547,193.577,0.036
22.01.2024 10:07:42.000 GMT-0600,193.577,193.577,193.577,193.577,0.012
22.01.2024 10:07:43.000 GMT-0600,193.586,193.586,193.576,193.576,0.024
22.01.2024 10:07:44.000 GMT-0600,193.567,193.577,193.567,193.577,0.024
22.01.2024 10:07:45.000 GMT-0600,193.576,193.577,193.576,193.577,0.024
22.01.2024 10:07:46.000 GMT-0600,193.566,193.576,193.566,193.576,0.024
22.01.2024 10:07:47.000 GMT-0600,193.576,193.576,193.567,193.567,0.024
22.01.2024 10:07:48.000 GMT-0600,193.576,193.577,193.566,193.577,0.036
22.01.2024 10:07:49.000 GMT-0600,193.576,193.577,193.576,193.577,0.024
22.01.2024 10:07:50.000 GMT-0600,193.567,193.577,193.567,193.577,0.024
22.01.2024 10:07:51.000 GMT-0600,193.577,193.586,193.576,193.577,0.072
22.01.2024 10:07:52.000 GMT-0600,193.577,193.577,193.577,193.577,0.036
22.01.2024 10:07:53.000 GMT-0600,193.556,193.556,193.556,193.556,0.012
22.01.2024 10:07:54.000 GMT-0600,193.566,193.577,193.557,193.576,0.144
22.01.2024 10:07:55.000 GMT-0600,193.576,193.576,193.576,193.576,0.012
22.01.2024 10:07:57.000 GMT-0600,193.577,193.577,193.556,193.556,0.048
22.01.2024 10:07:59.000 GMT-0600,193.566,193.566,193.546,193.546,0.036
22.01.2024 10:08:00.000 GMT-0600,193.546,193.547,193.516,193.516,0.06
22.01.2024 10:08:01.000 GMT-0600,193.527,193.527,193.527,193.527,0.012
22.01.2024 10:08:02.000 GMT-0600,193.537,193.556,193.536,193.556,0.072
22.01.2024 10:08:03.000 GMT-0600,193.547,193.547,193.536,193.536,0.06
22.01.2024 10:08:04.000 GMT-0600,193.537,193.546,193.537,193.546,0.036
22.01.2024 10:08:05.000 GMT-0600,193.536,193.536,193.536,193.536,0.012
22.01.2024 10:08:06.000 GMT-0600,193.546,193.546,193.537,193.537,0.024
22.01.2024 10:08:07.000 GMT-0600,193.516,193.516,193.516,193.516,0.012
22.01.2024 10:08:08.000 GMT-0600,193.526,193.526,193.516,193.516,0.06
22.01.2024 10:08:09.000 GMT-0600,193.506,193.537,193.506,193.537,0.06
22.01.2024 10:08:10.000 GMT-0600,193.536,193.537,193.536,193.537,0.036
22.01.2024 10:08:11.000 GMT-0600,193.536,193.536,193.536,193.536,0.024
22.01.2024 10:08:13.000 GMT-0600,193.526,193.526,193.526,193.526,0.024
22.01.2024 10:08:14.000 GMT-0600,193.537,193.537,193.537,193.537,0.012
22.01.2024 10:08:15.000 GMT-0600,193.526,193.526,193.506,193.507,0.06
22.01.2024 10:08:16.000 GMT-0600,193.517,193.517,193.517,193.517,0.012
22.01.2024 10:08:17.000 GMT-0600,193.507,193.517,193.507,193.507,0.036
22.01.2024 10:08:18.000 GMT-0600,193.517,193.517,193.507,193.507,0.024
22.01.2024 10:08:19.000 GMT-0600,193.516,193.516,193.506,193.506,0.024
22.01.2024 10:08:20.000 GMT-0600,193.517,193.537,193.517,193.517,0.096
22.01.2024 10:08:21.000 GMT-0600,193.506,193.506,193.496,193.496,0.036
22.01.2024 10:08:22.000 GMT-0600,193.476,193.476,193.476,193.476,0.012
22.01.2024 10:08:23.000 GMT-0600,193.487,193.487,193.477,193.477,0.024
22.01.2024 10:08:24.000 GMT-0600,193.477,193.477,193.466,193.466,0.024
22.01.2024 10:08:25.000 GMT-0600,193.476,193.497,193.476,193.486,0.06
22.01.2024 10:08:26.000 GMT-0600,193.487,193.487,193.467,193.477,0.048
22.01.2024 10:08:27.000 GMT-0600,193.466,193.467,193.457,193.457,0.036
22.01.2024 10:08:28.000 GMT-0600,193.456,193.466,193.456,193.466,0.036
22.01.2024 10:08:29.000 GMT-0600,193.467,193.477,193.467,193.477,0.06
22.01.2024 10:08:31.000 GMT-0600,193.487,193.507,193.487,193.507,0.06
22.01.2024 10:08:32.000 GMT-0600,193.516,193.527,193.516,193.527,0.06
22.01.2024 10:08:33.000 GMT-0600,193.536,193.536,193.536,193.536,0.012
22.01.2024 10:08:34.000 GMT-0600,193.536,193.546,193.536,193.546,0.024
22.01.2024 10:08:36.000 GMT-0600,193.547,193.547,193.546,193.547,0.048
22.01.2024 10:08:37.000 GMT-0600,193.546,193.546,193.546,193.546,0.024
22.01.2024 10:08:39.000 GMT-0600,193.557,193.566,193.557,193.566,0.036
22.01.2024 10:08:40.000 GMT-0600,193.567,193.567,193.566,193.566,0.036
22.01.2024 10:08:41.000 GMT-0600,193.567,193.567,193.567,193.567,0.012
22.01.2024 10:08:42.000 GMT-0600,193.557,193.557,193.546,193.546,0.024
22.01.2024 10:08:43.000 GMT-0600,193.557,193.557,193.527,193.527,0.048
22.01.2024 10:08:44.000 GMT-0600,193.527,193.527,193.526,193.527,0.036
22.01.2024 10:08:46.000 GMT-0600,193.517,193.517,193.507,193.507,0.024
22.01.2024 10:08:47.000 GMT-0600,193.517,193.517,193.516,193.516,0.024
22.01.2024 10:08:48.000 GMT-0600,193.526,193.537,193.526,193.537,0.048
22.01.2024 10:08:49.000 GMT-0600,193.537,193.547,193.537,193.547,0.036
22.01.2024 10:08:50.000 GMT-0600,193.547,193.547,193.526,193.537,0.048
22.01.2024 10:08:51.000 GMT-0600,193.537,193.547,193.537,193.537,0.08399999999999999
22.01.2024 10:08:52.000 GMT-0600,193.546,193.546,193.527,193.527,0.048
22.01.2024 10:08:53.000 GMT-0600,193.527,193.536,193.517,193.536,0.072
22.01.2024 10:08:55.000 GMT-0600,193.546,193.546,193.546,193.546,0.012
22.01.2024 10:08:56.000 GMT-0600,193.556,193.556,193.556,193.556,0.012
22.01.2024 10:08:57.000 GMT-0600,193.546,193.546,193.546,193.546,0.036
22.01.2024 10:08:58.000 GMT-0600,193.547,193.547,193.536,193.536,0.024
22.01.2024 10:08:59.000 GMT-0600,193.527,193.527,193.517,193.517,0.024
22.01.2024 10:09:00.000 GMT-0600,193.526,193.527,193.526,193.527,0.024
22.01.2024 10:09:01.000 GMT-0600,193.507,193.507,193.497,193.506,0.036
22.01.2024 10:09:02.000 GMT-0600,193.517,193.526,193.517,193.526,0.048
22.01.2024 10:09:03.000 GMT-0600,193.537,193.546,193.536,193.546,0.08399999999999999
22.01.2024 10:09:04.000 GMT-0600,193.546,193.557,193.546,193.546,0.06
22.01.2024 10:09:05.000 GMT-0600,193.557,193.567,193.557,193.567,0.036
22.01.2024 10:09:06.000 GMT-0600,193.556,193.606,193.556,193.606,0.096
22.01.2024 10:09:08.000 GMT-0600,193.597,193.607,193.596,193.596,0.08399999999999999
22.01.2024 10:09:09.000 GMT-0600,193.606,193.606,193.596,193.596,0.024
22.01.2024 10:09:10.000 GMT-0600,193.606,193.607,193.586,193.587,0.072
22.01.2024 10:09:11.000 GMT-0600,193.596,193.596,193.586,193.586,0.024
22.01.2024 10:09:12.000 GMT-0600,193.587,193.587,193.566,193.567,0.108
22.01.2024 10:09:13.000 GMT-0600,193.577,193.577,193.567,193.567,0.024
22.01.2024 10:09:14.000 GMT-0600,193.566,193.566,193.557,193.557,0.024
22.01.2024 10:09:15.000 GMT-0600,193.566,193.566,193.566,193.566,0.012
22.01.2024 10:09:16.000 GMT-0600,193.577,193.577,193.577,193.577,0.012
22.01.2024 10:09:17.000 GMT-0600,193.577,193.587,193.577,193.577,0.072
