Local time,Open,High,Low,Close,Volume
22.01.2024 11:10:08.000 GMT-0600,193.097,193.097,193.077,193.087,0.06
22.01.2024 11:10:11.000 GMT-0600,193.077,193.077,193.047,193.047,0.06
22.01.2024 11:10:12.000 GMT-0600,193.056,193.056,193.046,193.056,0.036
22.01.2024 11:10:14.000 GMT-0600,193.067,193.077,193.067,193.077,0.024
22.01.2024 11:10:15.000 GMT-0600,193.077,193.077,193.066,193.066,0.024
22.01.2024 11:10:16.000 GMT-0600,193.056,193.056,193.047,193.047,0.024
22.01.2024 11:10:17.000 GMT-0600,193.036,193.036,193.036,193.036,0.012
22.01.2024 11:10:18.000 GMT-0600,193.027,193.027,193.027,193.027,0.024
22.01.2024 11:10:19.000 GMT-0600,193.037,193.037,193.026,193.037,0.036
22.01.2024 11:10:21.000 GMT-0600,193.026,193.026,193.026,193.026,0.012
22.01.2024 11:10:22.000 GMT-0600,193.036,193.036,193.036,193.036,0.012
22.01.2024 11:10:23.000 GMT-0600,193.047,193.047,193.047,193.047,0.012
22.01.2024 11:10:24.000 GMT-0600,193.057,193.057,193.056,193.056,0.024
22.01.2024 11:10:25.000 GMT-0600,193.057,193.066,193.057,193.066,0.036
22.01.2024 11:10:27.000 GMT-0600,193.076,193.087,193.076,193.086,0.06
22.01.2024 11:10:28.000 GMT-0600,193.096,193.097,193.096,193.096,0.06
22.01.2024 11:10:29.000 GMT-0600,193.107,193.107,193.087,193.097,0.048
22.01.2024 11:10:31.000 GMT-0600,193.087,193.087,193.077,193.087,0.048
22.01.2024 11:10:32.000 GMT-0600,193.097,193.097,193.097,193.097,0.012
22.01.2024 11:10:33.000 GMT-0600,193.086,193.087,193.086,193.087,0.024
22.01.2024 11:10:35.000 GMT-0600,193.086,193.087,193.086,193.087,0.024
22.01.2024 11:10:36.000 GMT-0600,193.087,193.096,193.087,193.096,0.024
22.01.2024 11:10:37.000 GMT-0600,193.087,193.107,193.087,193.107,0.036
22.01.2024 11:10:38.000 GMT-0600,193.116,193.117,193.106,193.117,0.072
22.01.2024 11:10:39.000 GMT-0600,193.126,193.127,193.116,193.126,0.048
22.01.2024 11:10:40.000 GMT-0600,193.137,193.137,193.137,193.137,0.012
22.01.2024 11:10:41.000 GMT-0600,193.137,193.156,193.137,193.156,0.036
22.01.2024 11:10:42.000 GMT-0600,193.146,193.147,193.136,193.137,0.072
22.01.2024 11:10:43.000 GMT-0600,193.146,193.147,193.137,193.137,0.06
22.01.2024 11:10:44.000 GMT-0600,193.137,193.146,193.136,193.146,0.048
22.01.2024 11:10:45.000 GMT-0600,193.146,193.146,193.136,193.136,0.036
22.01.2024 11:10:47.000 GMT-0600,193.127,193.127,193.127,193.127,0.012
22.01.2024 11:10:54.000 GMT-0600,193.136,193.136,193.136,193.136,0.012
22.01.2024 11:11:00.000 GMT-0600,193.146,193.146,193.146,193.146,0.024
22.01.2024 11:11:01.000 GMT-0600,193.137,193.137,193.126,193.126,0.024
22.01.2024 11:11:02.000 GMT-0600,193.137,193.166,193.137,193.157,0.108
22.01.2024 11:11:04.000 GMT-0600,193.146,193.156,193.146,193.156,0.024
22.01.2024 11:11:05.000 GMT-0600,193.167,193.186,193.167,193.186,0.036
22.01.2024 11:11:06.000 GMT-0600,193.176,193.187,193.157,193.187,0.096
22.01.2024 11:11:07.000 GMT-0600,193.197,193.206,193.186,193.197,0.072
22.01.2024 11:11:08.000 GMT-0600,193.206,193.207,193.206,193.207,0.024
22.01.2024 11:11:09.000 GMT-0600,193.216,193.227,193.216,193.227,0.048
22.01.2024 11:11:10.000 GMT-0600,193.226,193.226,193.216,193.226,0.048
22.01.2024 11:11:11.000 GMT-0600,193.237,193.247,193.237,193.247,0.036
22.01.2024 11:11:12.000 GMT-0600,193.237,193.237,193.237,193.237,0.012
22.01.2024 11:11:13.000 GMT-0600,193.257,193.257,193.257,193.257,0.012
22.01.2024 11:11:17.000 GMT-0600,193.246,193.246,193.236,193.236,0.024
22.01.2024 11:11:18.000 GMT-0600,193.246,193.246,193.246,193.246,0.012
22.01.2024 11:11:20.000 GMT-0600,193.236,193.236,193.226,193.226,0.024
22.01.2024 11:11:22.000 GMT-0600,193.217,193.217,193.217,193.217,0.012
22.01.2024 11:11:23.000 GMT-0600,193.206,193.216,193.206,193.216,0.024
22.01.2024 11:11:24.000 GMT-0600,193.227,193.227,193.216,193.227,0.036
22.01.2024 11:11:25.000 GMT-0600,193.227,193.227,193.227,193.227,0.012
22.01.2024 11:11:26.000 GMT-0600,193.237,193.247,193.236,193.236,0.036
22.01.2024 11:11:27.000 GMT-0600,193.247,193.247,193.237,193.237,0.048
22.01.2024 11:11:28.000 GMT-0600,193.247,193.247,193.226,193.226,0.048
22.01.2024 11:11:29.000 GMT-0600,193.237,193.237,193.237,193.237,0.012
22.01.2024 11:11:31.000 GMT-0600,193.227,193.227,193.196,193.196,0.06
22.01.2024 11:11:32.000 GMT-0600,193.217,193.217,193.207,193.207,0.024
22.01.2024 11:11:34.000 GMT-0600,193.196,193.196,193.196,193.196,0.012
22.01.2024 11:11:37.000 GMT-0600,193.177,193.177,193.177,193.177,0.012
22.01.2024 11:11:39.000 GMT-0600,193.187,193.207,193.187,193.207,0.048
22.01.2024 11:11:40.000 GMT-0600,193.217,193.227,193.216,193.216,0.048
22.01.2024 11:11:41.000 GMT-0600,193.226,193.236,193.226,193.236,0.024
22.01.2024 11:11:42.000 GMT-0600,193.226,193.227,193.206,193.217,0.072
22.01.2024 11:11:44.000 GMT-0600,193.206,193.236,193.206,193.236,0.048
22.01.2024 11:11:45.000 GMT-0600,193.236,193.247,193.236,193.247,0.06
22.01.2024 11:11:46.000 GMT-0600,193.267,193.276,193.256,193.276,0.06
22.01.2024 11:11:47.000 GMT-0600,193.277,193.297,193.277,193.297,0.048
22.01.2024 11:11:50.000 GMT-0600,193.316,193.316,193.296,193.296,0.048
22.01.2024 11:11:51.000 GMT-0600,193.306,193.317,193.306,193.317,0.024
22.01.2024 11:11:53.000 GMT-0600,193.307,193.317,193.307,193.317,0.024
22.01.2024 11:11:57.000 GMT-0600,193.326,193.326,193.316,193.316,0.024
22.01.2024 11:11:58.000 GMT-0600,193.306,193.316,193.306,193.316,0.024
22.01.2024 11:12:00.000 GMT-0600,193.306,193.316,193.306,193.316,0.024
22.01.2024 11:12:02.000 GMT-0600,193.326,193.327,193.326,193.327,0.036
22.01.2024 11:12:03.000 GMT-0600,193.317,193.327,193.306,193.326,0.072
22.01.2024 11:12:04.000 GMT-0600,193.317,193.317,193.317,193.317,0.012
22.01.2024 11:12:05.000 GMT-0600,193.307,193.316,193.307,193.316,0.024
22.01.2024 11:12:09.000 GMT-0600,193.307,193.307,193.307,193.307,0.012
22.01.2024 11:12:11.000 GMT-0600,193.306,193.307,193.306,193.307,0.024
22.01.2024 11:12:12.000 GMT-0600,193.316,193.326,193.316,193.316,0.036
22.01.2024 11:12:13.000 GMT-0600,193.326,193.327,193.326,193.327,0.024
22.01.2024 11:12:14.000 GMT-0600,193.327,193.327,193.327,193.327,0.012
22.01.2024 11:12:15.000 GMT-0600,193.317,193.317,193.307,193.316,0.036
22.01.2024 11:12:16.000 GMT-0600,193.307,193.317,193.307,193.317,0.024
22.01.2024 11:12:17.000 GMT-0600,193.326,193.326,193.326,193.326,0.012
22.01.2024 11:12:19.000 GMT-0600,193.316,193.326,193.316,193.326,0.024
22.01.2024 11:12:21.000 GMT-0600,193.316,193.316,193.316,193.316,0.012
22.01.2024 11:12:22.000 GMT-0600,193.307,193.317,193.306,193.306,0.072
22.01.2024 11:12:23.000 GMT-0600,193.317,193.317,193.317,193.317,0.012
22.01.2024 11:12:24.000 GMT-0600,193.326,193.337,193.326,193.337,0.024
22.01.2024 11:12:26.000 GMT-0600,193.316,193.317,193.316,193.317,0.036
22.01.2024 11:12:28.000 GMT-0600,193.316,193.316,193.316,193.316,0.024
22.01.2024 11:12:29.000 GMT-0600,193.307,193.316,193.307,193.316,0.024
22.01.2024 11:12:31.000 GMT-0600,193.327,193.327,193.327,193.327,0.012
22.01.2024 11:12:32.000 GMT-0600,193.326,193.337,193.326,193.337,0.048
22.01.2024 11:12:33.000 GMT-0600,193.346,193.347,193.346,193.346,0.036
22.01.2024 11:12:34.000 GMT-0600,193.337,193.337,193.337,193.337,0.012
22.01.2024 11:12:35.000 GMT-0600,193.347,193.347,193.347,193.347,0.012
22.01.2024 11:12:40.000 GMT-0600,193.357,193.367,193.357,193.367,0.036
22.01.2024 11:12:41.000 GMT-0600,193.377,193.397,193.377,193.397,0.06
22.01.2024 11:12:42.000 GMT-0600,193.407,193.407,193.396,193.406,0.036
22.01.2024 11:12:43.000 GMT-0600,193.417,193.417,193.406,193.406,0.024
22.01.2024 11:12:44.000 GMT-0600,193.406,193.406,193.397,193.397,0.024
22.01.2024 11:12:46.000 GMT-0600,193.377,193.377,193.377,193.377,0.012
22.01.2024 11:12:47.000 GMT-0600,193.367,193.367,193.367,193.367,0.012
22.01.2024 11:12:50.000 GMT-0600,193.376,193.377,193.376,193.377,0.036
22.01.2024 11:12:51.000 GMT-0600,193.367,193.367,193.367,193.367,0.012
22.01.2024 11:12:56.000 GMT-0600,193.376,193.376,193.376,193.376,0.024
22.01.2024 11:12:58.000 GMT-0600,193.377,193.377,193.376,193.376,0.024
22.01.2024 11:12:59.000 GMT-0600,193.387,193.397,193.387,193.397,0.024
22.01.2024 11:13:00.000 GMT-0600,193.396,193.396,193.396,193.396,0.012
22.01.2024 11:13:02.000 GMT-0600,193.406,193.407,193.406,193.407,0.024
22.01.2024 11:13:04.000 GMT-0600,193.417,193.417,193.417,193.417,0.012
22.01.2024 11:13:07.000 GMT-0600,193.436,193.436,193.427,193.427,0.024
22.01.2024 11:13:08.000 GMT-0600,193.436,193.436,193.427,193.427,0.024
22.01.2024 11:13:09.000 GMT-0600,193.437,193.437,193.437,193.437,0.012
22.01.2024 11:13:11.000 GMT-0600,193.446,193.447,193.437,193.447,0.036
22.01.2024 11:13:12.000 GMT-0600,193.437,193.446,193.437,193.446,0.024
22.01.2024 11:13:15.000 GMT-0600,193.457,193.457,193.457,193.457,0.012
22.01.2024 11:13:16.000 GMT-0600,193.446,193.446,193.446,193.446,0.012
22.01.2024 11:13:17.000 GMT-0600,193.436,193.436,193.436,193.436,0.012
22.01.2024 11:13:18.000 GMT-0600,193.446,193.446,193.437,193.437,0.024
22.01.2024 11:13:19.000 GMT-0600,193.437,193.437,193.437,193.437,0.024
22.01.2024 11:13:20.000 GMT-0600,193.436,193.436,193.436,193.436,0.012
22.01.2024 11:13:21.000 GMT-0600,193.436,193.436,193.436,193.436,0.012
22.01.2024 11:13:22.000 GMT-0600,193.437,193.437,193.437,193.437,0.012
22.01.2024 11:13:24.000 GMT-0600,193.437,193.437,193.436,193.436,0.024
22.01.2024 11:13:25.000 GMT-0600,193.437,193.437,193.437,193.437,0.036
22.01.2024 11:13:28.000 GMT-0600,193.426,193.426,193.426,193.426,0.012
22.01.2024 11:13:32.000 GMT-0600,193.406,193.406,193.406,193.406,0.012
22.01.2024 11:13:33.000 GMT-0600,193.407,193.426,193.407,193.426,0.048
22.01.2024 11:13:34.000 GMT-0600,193.427,193.427,193.427,193.427,0.024
22.01.2024 11:13:35.000 GMT-0600,193.426,193.426,193.426,193.426,0.024
22.01.2024 11:13:36.000 GMT-0600,193.427,193.437,193.427,193.436,0.072
22.01.2024 11:13:37.000 GMT-0600,193.437,193.437,193.437,193.437,0.012
22.01.2024 11:13:38.000 GMT-0600,193.436,193.447,193.436,193.447,0.024
22.01.2024 11:13:39.000 GMT-0600,193.446,193.457,193.446,193.457,0.024
22.01.2024 11:13:40.000 GMT-0600,193.457,193.457,193.457,193.457,0.024
22.01.2024 11:13:41.000 GMT-0600,193.466,193.467,193.456,193.456,0.048
22.01.2024 11:13:42.000 GMT-0600,193.457,193.457,193.426,193.426,0.048
22.01.2024 11:13:43.000 GMT-0600,193.426,193.426,193.407,193.407,0.06
22.01.2024 11:13:45.000 GMT-0600,193.416,193.416,193.407,193.407,0.036
22.01.2024 11:13:46.000 GMT-0600,193.397,193.407,193.397,193.407,0.024
22.01.2024 11:13:48.000 GMT-0600,193.397,193.397,193.397,193.397,0.024
22.01.2024 11:13:49.000 GMT-0600,193.397,193.397,193.397,193.397,0.012
22.01.2024 11:13:50.000 GMT-0600,193.387,193.387,193.386,193.386,0.024
22.01.2024 11:13:51.000 GMT-0600,193.386,193.396,193.386,193.396,0.036
22.01.2024 11:13:52.000 GMT-0600,193.396,193.407,193.396,193.407,0.024
22.01.2024 11:13:53.000 GMT-0600,193.406,193.406,193.406,193.406,0.024
22.01.2024 11:13:54.000 GMT-0600,193.406,193.416,193.406,193.416,0.024
22.01.2024 11:13:55.000 GMT-0600,193.407,193.407,193.406,193.406,0.036
22.01.2024 11:14:00.000 GMT-0600,193.397,193.397,193.397,193.397,0.012
22.01.2024 11:14:01.000 GMT-0600,193.387,193.396,193.387,193.387,0.036
22.01.2024 11:14:02.000 GMT-0600,193.376,193.377,193.376,193.377,0.024
22.01.2024 11:14:03.000 GMT-0600,193.386,193.396,193.386,193.396,0.024
22.01.2024 11:14:04.000 GMT-0600,193.386,193.386,193.367,193.367,0.024
22.01.2024 11:14:05.000 GMT-0600,193.357,193.357,193.346,193.346,0.048
22.01.2024 11:14:06.000 GMT-0600,193.356,193.367,193.356,193.366,0.048
22.01.2024 11:14:07.000 GMT-0600,193.356,193.367,193.356,193.367,0.024
22.01.2024 11:14:08.000 GMT-0600,193.366,193.366,193.366,193.366,0.012
22.01.2024 11:14:09.000 GMT-0600,193.377,193.377,193.377,193.377,0.024
22.01.2024 11:14:10.000 GMT-0600,193.376,193.377,193.366,193.377,0.036
22.01.2024 11:14:11.000 GMT-0600,193.376,193.376,193.376,193.376,0.024
22.01.2024 11:14:12.000 GMT-0600,193.377,193.377,193.377,193.377,0.012
22.01.2024 11:14:13.000 GMT-0600,193.377,193.377,193.376,193.376,0.06
22.01.2024 11:14:16.000 GMT-0600,193.376,193.397,193.376,193.397,0.048
22.01.2024 11:14:18.000 GMT-0600,193.387,193.387,193.387,193.387,0.024
22.01.2024 11:14:19.000 GMT-0600,193.376,193.386,193.376,193.386,0.036
22.01.2024 11:14:20.000 GMT-0600,193.407,193.427,193.407,193.427,0.06
22.01.2024 11:14:22.000 GMT-0600,193.427,193.437,193.416,193.426,0.072
22.01.2024 11:14:23.000 GMT-0600,193.417,193.436,193.417,193.436,0.036
22.01.2024 11:14:24.000 GMT-0600,193.437,193.437,193.436,193.437,0.036
22.01.2024 11:14:25.000 GMT-0600,193.437,193.437,193.437,193.437,0.012
22.01.2024 11:14:28.000 GMT-0600,193.437,193.437,193.436,193.437,0.048
22.01.2024 11:14:29.000 GMT-0600,193.437,193.446,193.437,193.446,0.024
22.01.2024 11:14:31.000 GMT-0600,193.457,193.457,193.457,193.457,0.012
22.01.2024 11:14:32.000 GMT-0600,193.446,193.447,193.446,193.447,0.024
22.01.2024 11:14:34.000 GMT-0600,193.446,193.457,193.446,193.457,0.024
22.01.2024 11:14:35.000 GMT-0600,193.446,193.446,193.446,193.446,0.012
22.01.2024 11:14:36.000 GMT-0600,193.456,193.456,193.437,193.437,0.024
22.01.2024 11:14:37.000 GMT-0600,193.436,193.446,193.436,193.446,0.036
22.01.2024 11:14:38.000 GMT-0600,193.447,193.447,193.446,193.446,0.048
22.01.2024 11:14:39.000 GMT-0600,193.456,193.466,193.447,193.456,0.048
22.01.2024 11:14:40.000 GMT-0600,193.447,193.447,193.416,193.427,0.108
22.01.2024 11:14:41.000 GMT-0600,193.436,193.437,193.426,193.427,0.048
22.01.2024 11:14:42.000 GMT-0600,193.427,193.436,193.426,193.436,0.048
22.01.2024 11:14:43.000 GMT-0600,193.436,193.447,193.436,193.446,0.048
22.01.2024 11:14:44.000 GMT-0600,193.436,193.447,193.436,193.447,0.024
22.01.2024 11:14:47.000 GMT-0600,193.456,193.456,193.456,193.456,0.012
22.01.2024 11:14:48.000 GMT-0600,193.457,193.457,193.457,193.457,0.012
22.01.2024 11:14:50.000 GMT-0600,193.456,193.456,193.456,193.456,0.012
22.01.2024 11:14:53.000 GMT-0600,193.466,193.466,193.466,193.466,0.012
22.01.2024 11:14:54.000 GMT-0600,193.467,193.477,193.467,193.467,0.036
22.01.2024 11:14:55.000 GMT-0600,193.477,193.477,193.477,193.477,0.012
22.01.2024 11:14:58.000 GMT-0600,193.486,193.497,193.486,193.497,0.024
22.01.2024 11:14:59.000 GMT-0600,193.487,193.487,193.487,193.487,0.012
22.01.2024 11:15:00.000 GMT-0600,193.496,193.497,193.486,193.486,0.08399999999999999
22.01.2024 11:15:01.000 GMT-0600,193.486,193.486,193.467,193.477,0.06
22.01.2024 11:15:02.000 GMT-0600,193.467,193.477,193.467,193.477,0.024
22.01.2024 11:15:04.000 GMT-0600,193.476,193.476,193.476,193.476,0.024
22.01.2024 11:15:06.000 GMT-0600,193.456,193.466,193.456,193.466,0.024
22.01.2024 11:15:10.000 GMT-0600,193.466,193.467,193.466,193.467,0.024
22.01.2024 11:15:11.000 GMT-0600,193.477,193.487,193.477,193.477,0.08399999999999999
22.01.2024 11:15:12.000 GMT-0600,193.486,193.486,193.476,193.476,0.024
22.01.2024 11:15:13.000 GMT-0600,193.476,193.476,193.476,193.476,0.012
22.01.2024 11:15:16.000 GMT-0600,193.466,193.466,193.466,193.466,0.024
22.01.2024 11:15:17.000 GMT-0600,193.477,193.477,193.476,193.476,0.036
22.01.2024 11:15:18.000 GMT-0600,193.477,193.486,193.476,193.486,0.06
22.01.2024 11:15:19.000 GMT-0600,193.486,193.487,193.486,193.487,0.024
22.01.2024 11:15:20.000 GMT-0600,193.487,193.487,193.487,193.487,0.024
22.01.2024 11:15:21.000 GMT-0600,193.497,193.516,193.497,193.516,0.048
22.01.2024 11:15:22.000 GMT-0600,193.506,193.506,193.486,193.496,0.048
22.01.2024 11:15:23.000 GMT-0600,193.486,193.497,193.486,193.497,0.048
22.01.2024 11:15:24.000 GMT-0600,193.486,193.487,193.486,193.487,0.024
22.01.2024 11:15:25.000 GMT-0600,193.477,193.486,193.477,193.486,0.024
22.01.2024 11:15:26.000 GMT-0600,193.476,193.476,193.476,193.476,0.012
22.01.2024 11:15:28.000 GMT-0600,193.486,193.497,193.477,193.487,0.072
22.01.2024 11:15:29.000 GMT-0600,193.497,193.497,193.476,193.486,0.048
22.01.2024 11:15:30.000 GMT-0600,193.477,193.487,193.477,193.486,0.048
22.01.2024 11:15:31.000 GMT-0600,193.477,193.486,193.477,193.486,0.048
22.01.2024 11:15:32.000 GMT-0600,193.487,193.496,193.487,193.496,0.024
22.01.2024 11:15:33.000 GMT-0600,193.486,193.497,193.486,193.497,0.024
22.01.2024 11:15:34.000 GMT-0600,193.487,193.507,193.487,193.507,0.08399999999999999
22.01.2024 11:15:35.000 GMT-0600,193.507,193.526,193.507,193.516,0.072
22.01.2024 11:15:36.000 GMT-0600,193.506,193.517,193.506,193.506,0.096
22.01.2024 11:15:37.000 GMT-0600,193.516,193.516,193.516,193.516,0.012
22.01.2024 11:15:42.000 GMT-0600,193.527,193.527,193.527,193.527,0.012
22.01.2024 11:15:44.000 GMT-0600,193.517,193.527,193.517,193.527,0.024
22.01.2024 11:15:45.000 GMT-0600,193.506,193.517,193.506,193.517,0.024
22.01.2024 11:15:46.000 GMT-0600,193.507,193.507,193.486,193.497,0.048
22.01.2024 11:15:48.000 GMT-0600,193.507,193.507,193.507,193.507,0.012
22.01.2024 11:15:50.000 GMT-0600,193.517,193.526,193.517,193.526,0.024
22.01.2024 11:15:51.000 GMT-0600,193.527,193.537,193.526,193.526,0.06
22.01.2024 11:15:52.000 GMT-0600,193.536,193.536,193.536,193.536,0.012
22.01.2024 11:15:55.000 GMT-0600,193.546,193.546,193.546,193.546,0.012
22.01.2024 11:15:56.000 GMT-0600,193.546,193.557,193.546,193.557,0.024
22.01.2024 11:15:58.000 GMT-0600,193.547,193.556,193.547,193.556,0.024
22.01.2024 11:15:59.000 GMT-0600,193.547,193.547,193.546,193.546,0.024
22.01.2024 11:16:08.000 GMT-0600,193.576,193.576,193.576,193.576,0.012
22.01.2024 11:16:13.000 GMT-0600,193.566,193.566,193.556,193.556,0.024
22.01.2024 11:16:14.000 GMT-0600,193.566,193.566,193.566,193.566,0.012
22.01.2024 11:16:17.000 GMT-0600,193.556,193.556,193.556,193.556,0.012
22.01.2024 11:16:19.000 GMT-0600,193.547,193.556,193.547,193.556,0.024
22.01.2024 11:16:21.000 GMT-0600,193.516,193.526,193.516,193.526,0.024
22.01.2024 11:16:22.000 GMT-0600,193.517,193.526,193.516,193.516,0.048
22.01.2024 11:16:23.000 GMT-0600,193.496,193.496,193.496,193.496,0.012
22.01.2024 11:16:24.000 GMT-0600,193.506,193.516,193.506,193.516,0.024
22.01.2024 11:16:27.000 GMT-0600,193.526,193.526,193.526,193.526,0.012
22.01.2024 11:16:28.000 GMT-0600,193.516,193.516,193.516,193.516,0.012
22.01.2024 11:16:29.000 GMT-0600,193.497,193.506,193.497,193.506,0.036
22.01.2024 11:16:30.000 GMT-0600,193.516,193.527,193.516,193.527,0.024
22.01.2024 11:16:34.000 GMT-0600,193.537,193.537,193.537,193.537,0.012
22.01.2024 11:16:36.000 GMT-0600,193.526,193.526,193.517,193.517,0.024
22.01.2024 11:16:37.000 GMT-0600,193.517,193.517,193.506,193.507,0.048
22.01.2024 11:16:38.000 GMT-0600,193.506,193.506,193.497,193.497,0.024
22.01.2024 11:16:39.000 GMT-0600,193.507,193.507,193.496,193.496,0.024
22.01.2024 11:16:41.000 GMT-0600,193.506,193.506,193.506,193.506,0.012
22.01.2024 11:16:42.000 GMT-0600,193.496,193.496,193.486,193.486,0.036
22.01.2024 11:16:43.000 GMT-0600,193.496,193.496,193.496,193.496,0.012
22.01.2024 11:16:49.000 GMT-0600,193.507,193.517,193.506,193.517,0.036
22.01.2024 11:16:50.000 GMT-0600,193.516,193.527,193.516,193.527,0.024
22.01.2024 11:16:51.000 GMT-0600,193.526,193.536,193.526,193.536,0.036
22.01.2024 11:16:52.000 GMT-0600,193.546,193.557,193.546,193.557,0.036
22.01.2024 11:16:53.000 GMT-0600,193.547,193.547,193.547,193.547,0.036
22.01.2024 11:16:54.000 GMT-0600,193.556,193.557,193.546,193.557,0.06
22.01.2024 11:16:57.000 GMT-0600,193.546,193.557,193.546,193.557,0.024
22.01.2024 11:17:00.000 GMT-0600,193.536,193.537,193.526,193.526,0.048
22.01.2024 11:17:01.000 GMT-0600,193.536,193.536,193.536,193.536,0.012
22.01.2024 11:17:02.000 GMT-0600,193.546,193.546,193.546,193.546,0.012
22.01.2024 11:17:03.000 GMT-0600,193.566,193.577,193.566,193.577,0.024
22.01.2024 11:17:04.000 GMT-0600,193.576,193.586,193.576,193.586,0.06
22.01.2024 11:17:05.000 GMT-0600,193.577,193.577,193.577,193.577,0.012
22.01.2024 11:17:06.000 GMT-0600,193.577,193.587,193.576,193.576,0.036
22.01.2024 11:17:07.000 GMT-0600,193.566,193.566,193.556,193.566,0.036
22.01.2024 11:17:08.000 GMT-0600,193.556,193.566,193.556,193.566,0.024
22.01.2024 11:17:09.000 GMT-0600,193.546,193.557,193.546,193.557,0.048
22.01.2024 11:17:13.000 GMT-0600,193.546,193.546,193.536,193.537,0.048
22.01.2024 11:17:14.000 GMT-0600,193.536,193.536,193.536,193.536,0.024
22.01.2024 11:17:15.000 GMT-0600,193.527,193.527,193.527,193.527,0.012
22.01.2024 11:17:16.000 GMT-0600,193.507,193.517,193.507,193.517,0.024
22.01.2024 11:17:17.000 GMT-0600,193.516,193.516,193.516,193.516,0.012
22.01.2024 11:17:20.000 GMT-0600,193.526,193.526,193.526,193.526,0.024
22.01.2024 11:17:21.000 GMT-0600,193.527,193.536,193.527,193.527,0.048
22.01.2024 11:17:22.000 GMT-0600,193.527,193.527,193.527,193.527,0.012
22.01.2024 11:17:25.000 GMT-0600,193.507,193.516,193.507,193.516,0.024
22.01.2024 11:17:27.000 GMT-0600,193.507,193.507,193.507,193.507,0.012
22.01.2024 11:17:28.000 GMT-0600,193.517,193.517,193.517,193.517,0.012
22.01.2024 11:17:30.000 GMT-0600,193.526,193.536,193.526,193.536,0.024
22.01.2024 11:17:37.000 GMT-0600,193.547,193.547,193.536,193.536,0.024
22.01.2024 11:17:43.000 GMT-0600,193.547,193.547,193.536,193.536,0.024
22.01.2024 11:17:44.000 GMT-0600,193.546,193.546,193.536,193.536,0.024
22.01.2024 11:17:45.000 GMT-0600,193.527,193.536,193.527,193.536,0.048
22.01.2024 11:17:46.000 GMT-0600,193.527,193.527,193.506,193.517,0.048
22.01.2024 11:17:47.000 GMT-0600,193.526,193.537,193.526,193.537,0.024
22.01.2024 11:17:48.000 GMT-0600,193.536,193.537,193.536,193.537,0.024
22.01.2024 11:17:49.000 GMT-0600,193.537,193.537,193.537,193.537,0.012
22.01.2024 11:17:50.000 GMT-0600,193.536,193.537,193.536,193.537,0.036
22.01.2024 11:17:51.000 GMT-0600,193.536,193.536,193.536,193.536,0.012
22.01.2024 11:17:52.000 GMT-0600,193.537,193.537,193.537,193.537,0.012
22.01.2024 11:17:53.000 GMT-0600,193.516,193.517,193.506,193.517,0.036
22.01.2024 11:17:54.000 GMT-0600,193.507,193.507,193.507,193.507,0.012
22.01.2024 11:17:55.000 GMT-0600,193.496,193.516,193.496,193.516,0.036
22.01.2024 11:17:57.000 GMT-0600,193.526,193.546,193.526,193.546,0.096
22.01.2024 11:17:58.000 GMT-0600,193.547,193.557,193.547,193.547,0.036
22.01.2024 11:17:59.000 GMT-0600,193.526,193.536,193.526,193.536,0.024
22.01.2024 11:18:00.000 GMT-0600,193.536,193.546,193.536,193.546,0.048
22.01.2024 11:18:02.000 GMT-0600,193.536,193.547,193.536,193.547,0.024
22.01.2024 11:18:03.000 GMT-0600,193.536,193.547,193.536,193.547,0.024
22.01.2024 11:18:04.000 GMT-0600,193.537,193.537,193.537,193.537,0.012
22.01.2024 11:18:06.000 GMT-0600,193.546,193.546,193.546,193.546,0.012
22.01.2024 11:18:07.000 GMT-0600,193.537,193.546,193.537,193.546,0.024
22.01.2024 11:18:08.000 GMT-0600,193.536,193.547,193.536,193.547,0.072
22.01.2024 11:18:09.000 GMT-0600,193.537,193.537,193.537,193.537,0.012
22.01.2024 11:18:10.000 GMT-0600,193.547,193.547,193.536,193.536,0.024
22.01.2024 11:18:11.000 GMT-0600,193.536,193.536,193.527,193.527,0.024
22.01.2024 11:18:12.000 GMT-0600,193.526,193.536,193.526,193.536,0.024
22.01.2024 11:18:13.000 GMT-0600,193.526,193.526,193.526,193.526,0.012
22.01.2024 11:18:15.000 GMT-0600,193.507,193.507,193.496,193.496,0.048
22.01.2024 11:18:16.000 GMT-0600,193.497,193.497,193.486,193.486,0.024
22.01.2024 11:18:17.000 GMT-0600,193.476,193.476,193.466,193.466,0.048
22.01.2024 11:18:18.000 GMT-0600,193.467,193.477,193.467,193.477,0.048
22.01.2024 11:18:20.000 GMT-0600,193.487,193.487,193.487,193.487,0.012
22.01.2024 11:18:22.000 GMT-0600,193.477,193.477,193.466,193.477,0.036
22.01.2024 11:18:25.000 GMT-0600,193.487,193.517,193.487,193.517,0.048
22.01.2024 11:18:27.000 GMT-0600,193.507,193.507,193.507,193.507,0.012
22.01.2024 11:18:28.000 GMT-0600,193.516,193.516,193.516,193.516,0.012
22.01.2024 11:18:29.000 GMT-0600,193.527,193.527,193.516,193.527,0.036
22.01.2024 11:18:30.000 GMT-0600,193.516,193.516,193.516,193.516,0.012
22.01.2024 11:18:31.000 GMT-0600,193.516,193.516,193.516,193.516,0.012
22.01.2024 11:18:34.000 GMT-0600,193.507,193.507,193.507,193.507,0.012
